f1,f2,f3,f4,label
92,0,62,79,1
14,8,0,19,0
15,66,12,31,0
60,3,64,56,1
15,38,51,61,0
30,69,33,78,0
84,78,15,55,1
2,23,18,95,0
21,65,94,89,1
60,61,37,37,0
75,63,47,85,1
49,89,13,59,1
54,18,3,36,0
72,49,1,74,1
82,83,84,79,1
45,17,59,92,1
1,20,45,64,0
64,26,44,90,1
65,8,22,83,1
83,92,72,43,1
100,17,35,100,1
38,50,8,82,0
60,77,84,23,1
64,99,84,67,1
89,41,75,74,1
79,51,8,5,1
93,20,29,12,0
63,86,60,41,1
98,93,30,13,0
22,93,49,96,0
8,7,78,32,1
95,9,56,97,1
80,3,22,41,1
57,48,17,81,0
25,25,32,62,0
36,28,25,94,1
67,24,11,74,1
85,12,26,4,0
0,46,99,52,0
9,43,23,87,0
93,82,67,63,1
26,73,60,64,1
79,71,17,8,0
80,48,9,72,1
100,66,38,12,1
29,6,76,69,1
28,37,32,49,0
8,20,36,9,0
30,66,78,64,1
79,7,69,89,0
74,60,33,83,1
43,53,33,25,0
97,7,17,26,0
93,42,96,84,1
7,30,63,9,0
72,78,89,97,1
44,9,53,76,0
10,70,61,16,0
5,13,4,63,0
83,44,55,61,1
29,2,7,3,0
25,68,77,48,0
94,2,70,61,1
98,48,89,16,1
54,70,17,14,0
78,47,45,24,1
7,30,29,11,0
29,52,95,96,0
68,72,5,1,0
31,7,9,7,0
23,36,5,40,0
83,31,37,16,0
61,84,15,84,1
32,69,26,63,0
45,28,56,91,1
46,99,70,37,0
31,67,34,40,0
64,13,6,44,0
90,79,62,35,1
17,66,29,39,0
26,15,47,92,0
18,4,30,89,0
97,58,14,2,0
4,34,35,75,0
10,7,35,78,0
2,48,49,56,1
26,48,23,84,0
6,84,39,4,0
44,3,77,96,0
33,96,75,27,0
43,92,79,55,0
100,93,94,96,1
13,70,49,92,0
36,68,59,54,1
72,98,66,33,1
48,59,95,30,1
1,35,87,35,1
31,98,69,37,1
50,4,78,35,0
84,32,100,83,1
77,1,15,39,0
41,33,22,56,0
56,1,59,4,0
61,81,71,27,1
74,10,35,78,0
8,56,23,33,0
35,33,63,16,0
22,18,79,83,1
14,83,4,23,0
56,74,40,5,0
29,7,91,33,0
2,86,45,69,0
76,30,44,13,1
56,14,65,9,0
41,73,47,87,1
82,54,36,18,1
77,100,46,42,0
83,47,60,37,1
20,47,5,37,0
75,3,13,77,1
40,65,91,99,1
100,74,91,44,0
48,74,4,84,0
48,97,83,10,0
28,72,64,73,1
93,53,68,93,1
67,6,77,60,0
66,56,40,34,1
73,37,31,42,1
98,46,29,58,1
14,88,30,56,0
52,46,10,45,0
9,46,83,61,0
57,100,53,29,1
16,68,31,99,0
86,74,85,17,1
36,43,40,15,1
53,64,18,73,1
98,25,23,58,1
15,53,33,97,0
60,95,12,16,0
55,3,88,21,0
16,65,67,49,0
45,16,51,89,0
91,37,15,43,0
43,75,77,78,1
92,5,9,94,0
57,52,80,57,1
55,37,96,61,1
93,23,92,98,1
65,10,19,0,0
47,86,83,58,1
56,22,65,92,1
98,12,29,38,0
6,72,66,67,0
54,36,41,49,1
22,18,5,94,0
93,26,55,66,1
78,40,12,44,1
15,36,35,62,0
21,36,33,77,0
29,85,35,18,1
70,65,96,21,1
5,69,68,24,1
3,47,26,36,0
73,54,93,56,1
58,37,14,91,0
15,56,55,63,1
17,35,93,85,1
45,10,95,28,0
41,20,64,42,1
80,94,65,86,1
90,88,40,4,1
90,66,40,24,0
84,80,4,81,1
31,17,75,48,0
28,86,25,33,0
62,23,93,63,1
25,81,11,66,0
95,27,0,55,1
71,78,26,90,1
53,88,33,78,1
74,30,81,44,1
84,23,38,29,0
85,62,62,80,1
45,69,61,37,1
14,96,97,36,1
57,41,31,84,1
22,59,40,84,1
89,50,90,16,0
61,62,76,52,1
3,37,34,64,0
100,52,7,71,0
33,86,40,52,1
56,54,51,33,0
34,62,93,28,1
5,39,57,52,1
21,68,26,99,0
78,78,42,16,0
2,92,2,48,1
90,42,45,98,1
8,83,6,66,1
68,25,20,68,0
91,29,37,20,0
42,52,27,70,0
1,4,2,96,0
13,64,50,62,1
36,38,3,29,0
88,31,4,34,0
100,48,83,51,1
94,34,10,9,1
92,90,97,93,1
1,95,69,77,0
12,94,75,50,1
77,39,100,41,1
95,2,38,35,0
12,33,83,73,1
37,54,11,28,0
71,35,61,36,0
68,64,31,48,1
63,93,50,47,1
91,13,57,28,0
3,50,98,29,0
61,72,13,82,1
18,80,10,12,0
26,62,75,31,1
51,78,60,66,1
72,97,29,7,0
32,52,39,94,1
19,4,41,88,0
52,0,34,88,1
71,62,69,63,1
83,30,41,59,0
65,71,94,93,1
13,54,89,9,0
96,1,20,66,0
21,25,56,14,1
54,63,21,80,0
62,17,95,70,1
1,37,15,55,0
92,86,34,66,1
47,72,83,21,1
66,87,26,78,0
47,66,77,32,1
26,42,95,92,0
17,21,67,91,0
1,40,53,22,0
8,0,39,89,0
88,12,68,58,1
7,79,59,76,1
44,81,71,28,1
1,24,35,36,0
54,74,93,39,1
98,51,32,71,1
84,25,9,75,1
93,27,35,22,1
13,16,66,75,0
49,42,73,98,0
77,35,94,78,1
60,26,21,0,0
27,11,78,18,1
60,0,41,9,0
6,17,65,56,0
60,41,38,64,0
30,71,50,48,0
90,60,45,39,0
40,67,10,77,0
21,81,35,91,1
55,71,56,62,1
32,87,15,71,0
83,44,22,3,0
59,98,85,44,1
27,78,71,24,1
22,95,1,25,0
67,24,0,75,0
12,47,32,64,0
77,34,4,82,1
61,50,5,89,0
35,80,7,73,0
91,60,77,80,1
22,60,95,82,1
13,4,47,3,0
91,19,90,94,1
16,10,53,15,1
81,90,7,40,1
69,35,24,83,0
2,42,86,40,0
21,75,92,46,1
85,51,53,85,1
8,24,97,64,1
34,10,22,56,1
77,25,88,64,1
81,95,0,39,1
44,15,43,59,0
89,11,72,59,1
11,23,93,11,0
75,80,2,98,1
1,27,81,47,0
92,31,39,87,1
24,95,96,94,1
6,48,90,36,1
17,72,40,52,1
24,34,25,22,0
33,89,56,33,1
45,74,46,44,0
66,57,80,87,1
4,74,49,19,0
26,89,55,44,0
87,36,26,43,0
64,70,95,34,1
98,26,33,27,0
4,14,66,84,0
60,17,59,75,1
72,48,84,75,0
41,89,13,80,1
1,20,53,60,0
82,12,23,45,0
59,69,23,96,1
78,58,75,73,1
93,51,60,31,1
47,76,43,61,0
38,5,29,97,0
64,13,53,54,0
73,51,75,3,1
21,38,76,89,0
25,72,96,17,1
42,100,6,11,0
98,18,44,58,1
58,0,84,18,1
22,38,39,10,0
26,55,11,92,1
87,71,99,47,1
20,44,12,60,0
50,89,27,60,0
59,90,31,97,0
49,16,40,97,0
51,98,41,36,0
93,54,76,50,1
44,62,85,94,0
3,28,77,22,0
47,46,43,64,0
78,76,96,50,1
82,29,17,63,1
27,38,55,11,0
83,23,54,19,1
49,86,61,4,1
53,22,20,50,0
13,59,10,44,0
12,83,51,1,1
16,73,64,49,0
1,62,83,85,1
98,6,38,54,1
81,14,77,57,1
99,60,91,42,1
46,14,100,22,0
68,97,49,86,1
0,43,90,75,1
65,78,93,58,1
59,36,5,15,0
58,46,6,76,0
32,54,43,86,1
3,69,34,22,0
53,2,57,41,0
4,76,14,45,0
68,94,50,31,1
68,12,16,93,1
63,55,35,44,0
88,79,31,93,1
72,58,5,9,0
4,18,77,92,0
12,48,65,92,1
81,95,38,54,1
23,95,32,92,1
10,55,14,24,0
38,78,65,69,0
31,88,6,47,0
27,97,55,35,0
99,23,35,64,0
77,51,23,86,1
0,52,26,2,0
84,16,35,34,0
81,40,12,28,1
90,41,28,8,0
93,91,77,58,1
81,76,42,69,1
71,1,43,43,0
56,19,59,95,1
68,89,21,86,1
51,4,84,73,0
80,62,71,44,1
95,67,47,38,1
40,57,86,59,1
79,74,21,79,1
55,53,97,2,0
36,71,95,62,0
48,68,16,48,0
15,12,50,27,0
14,73,37,22,0
98,99,94,51,1
45,96,27,53,0
35,40,98,46,0
85,87,81,97,1
64,68,68,50,1
51,63,96,59,1
57,20,22,51,0
68,42,97,59,1
87,12,49,74,0
53,52,24,81,1
28,17,78,79,1
10,76,73,93,1
2,41,78,31,1
80,60,87,11,0
2,95,76,83,1
65,24,20,58,0
30,22,60,91,0
41,16,37,8,0
26,73,59,58,1
77,56,30,22,0
64,82,14,77,0
20,31,59,92,0
0,95,4,87,0
66,60,49,9,0
33,91,68,15,0
77,82,68,91,1
61,92,7,37,0
92,98,5,46,1
65,80,83,56,1
15,13,18,33,0
74,96,14,92,1
52,84,43,18,0
61,26,33,12,0
88,9,58,90,1
31,96,33,43,1
56,42,100,57,1
72,35,76,4,0
18,66,36,3,0
47,72,46,91,1
91,20,72,81,1
91,56,86,37,1
88,16,18,77,1
49,32,81,29,1
27,74,38,18,0
33,46,92,65,0
66,51,61,79,0
44,82,19,75,0
40,66,47,48,0
62,82,21,67,1
61,48,1,85,0
43,28,39,26,0
35,77,99,93,1
83,25,45,63,1
81,1,95,100,1
29,94,25,46,0
51,80,12,42,0
34,70,68,94,1
10,7,57,72,0
31,32,94,23,0
83,31,29,88,0
22,5,77,34,0
11,95,24,93,0
8,16,66,38,1
29,31,74,97,1
59,12,68,100,1
81,9,25,61,1
10,60,25,12,0
27,76,62,38,0
74,55,14,92,0
99,82,24,75,1
78,96,58,0,1
52,76,34,63,1
42,64,61,65,1
82,38,33,68,1
35,86,71,64,1
56,14,96,23,0
40,65,60,63,1
8,97,55,86,1
56,43,81,87,1
23,24,99,13,0
27,39,64,39,0
67,60,13,87,1
78,26,73,86,1
20,24,98,50,0
20,78,84,20,1
66,60,83,76,1
99,92,34,29,0
60,38,47,18,0
93,45,95,40,1
54,72,50,97,1
97,51,7,52,1
17,58,98,35,1
90,25,26,84,0
37,47,3,41,0
48,41,71,71,0
27,79,64,56,0
13,9,31,20,0
61,92,75,60,0
5,99,84,49,1
90,62,31,35,0
75,48,7,12,1
43,35,68,47,1
36,14,60,17,0
9,41,99,93,1
19,19,75,38,0
71,11,56,31,0
69,97,84,33,1
37,88,2,17,0
8,100,89,91,1
46,98,57,95,1
23,41,59,29,0
42,25,86,90,1
77,95,2,17,1
52,54,50,62,0
67,7,65,47,1
55,4,64,41,0
62,36,73,42,0
94,9,72,11,0
99,14,68,20,0
11,73,59,78,0
24,96,9,98,0
35,59,57,94,1
42,9,23,82,0
58,67,99,88,1
55,2,51,73,1
79,49,2,1,0
54,19,33,28,0
98,41,68,58,1
25,98,73,45,0
91,73,19,24,0
26,39,23,12,1
77,5,99,16,0
8,41,40,29,0
25,38,20,54,0
29,27,98,45,1
56,15,48,3,0
95,94,26,48,1
56,51,25,26,0
75,15,11,22,0
74,92,66,15,1
26,15,62,94,0
95,40,53,24,1
11,64,46,61,1
14,58,2,0,0
53,51,12,45,0
39,8,55,83,1
89,10,83,82,1
60,2,35,93,0
41,5,18,31,0
1,16,66,19,0
60,97,4,7,0
26,94,84,37,1
53,20,53,22,1
66,19,94,85,1
14,100,20,3,0
39,51,80,47,0
33,79,41,3,0
42,3,60,4,0
18,52,5,69,0
76,92,67,21,1
1,44,28,11,0
8,14,60,59,0
68,56,17,77,0
0,39,60,60,0
32,16,41,84,0
78,85,91,12,1
95,73,25,16,1
16,18,28,84,1
12,91,51,36,0
13,31,28,32,0
84,38,42,90,0
85,75,66,66,1
34,97,16,41,1
84,18,74,94,0
4,95,49,80,1
25,23,1,18,0
30,20,50,41,1
61,61,44,24,0
73,51,57,27,1
33,69,56,15,0
83,98,65,43,1
23,32,43,62,0
58,84,12,85,0
97,66,33,8,0
54,82,3,69,1
29,58,14,15,0
37,16,44,39,0
70,10,64,23,0
65,24,18,87,1
2,25,93,95,1
76,99,19,72,0
67,6,68,46,0
88,67,21,47,1
87,21,81,81,0
28,96,91,19,1
78,54,25,35,1
51,37,49,66,0
60,59,41,17,0
38,0,9,32,0
85,39,26,93,1
8,7,96,52,1
61,20,97,31,1
20,82,53,50,0
31,44,9,28,0
35,17,51,15,0
74,86,19,26,1
86,35,97,41,1
15,66,39,67,1
80,76,60,29,1
38,15,69,95,0
19,9,96,92,1
34,5,48,32,1
59,54,74,21,0
88,62,97,37,1
13,11,93,77,0
46,30,85,63,0
55,53,7,81,1
98,35,92,93,1
32,81,65,42,1
32,45,10,1,0
62,31,74,63,1
55,85,34,13,0
90,62,71,77,1
48,77,66,85,1
77,13,75,82,0
73,12,15,97,1
74,86,90,77,1
50,91,95,5,1
100,56,58,73,1
4,51,80,95,0
85,3,27,72,1
80,42,12,37,0
3,93,58,32,1
87,44,45,31,1
100,6,41,58,0
81,33,98,20,1
98,70,82,41,1
96,44,99,22,0
11,42,45,78,0
29,40,39,12,0
11,81,51,40,0
81,23,96,48,1
90,62,44,43,0
46,96,20,21,1
14,24,74,39,0
89,82,71,37,1
68,22,50,79,0
25,11,11,91,0
84,51,33,18,0
68,45,50,17,0
13,94,37,78,1
10,41,28,56,0
31,70,19,85,0
3,63,28,88,0
31,28,56,82,0
18,1,37,31,0
78,61,56,53,1
72,24,52,23,0
74,51,80,73,0
49,95,33,90,1
46,33,55,47,1
30,40,69,45,1
88,17,41,89,1
68,74,16,12,0
100,64,90,60,1
13,77,29,92,1
89,82,70,28,1
73,6,58,79,1
75,55,8,21,1
57,71,83,7,0
61,90,18,8,0
8,92,35,72,1
93,3,91,76,1
90,97,17,50,1
57,39,68,89,1
42,29,72,65,0
18,98,69,87,1
0,78,6,91,0
75,15,99,9,0
67,52,93,20,0
31,76,99,97,0
23,3,83,63,0
42,11,12,51,0
87,49,52,48,1
17,43,23,12,0
22,90,55,32,0
23,33,51,25,0
82,81,10,43,1
12,67,32,2,0
7,71,7,87,0
21,0,67,1,1
49,39,3,72,0
8,22,24,81,0
23,68,27,44,1
87,19,76,47,1
56,90,98,22,1
56,3,79,4,0
15,39,37,13,0
23,75,66,21,0
63,24,77,19,0
43,58,84,70,0
100,57,14,85,1
43,31,46,18,0
62,24,51,5,0
61,84,90,96,1
12,66,11,84,0
67,72,73,89,1
50,96,69,82,1
41,17,57,97,1
80,54,51,55,1
62,3,62,13,0
61,78,49,39,1
100,98,36,98,1
7,67,5,24,0
39,75,95,73,1
82,40,94,6,1
6,38,49,24,0
68,6,87,55,0
67,22,65,47,0
5,27,12,58,0
28,91,40,9,0
63,26,73,81,1
5,48,26,88,1
37,0,30,84,0
42,22,49,29,0
51,5,19,18,0
79,85,33,54,1
90,80,39,26,0
83,94,34,52,1
53,52,48,35,0
24,99,62,32,1
80,88,50,5,0
57,16,84,88,1
81,14,14,20,0
62,8,23,68,0
94,32,87,91,1
50,36,68,36,1
72,33,13,97,1
25,11,71,63,1
66,4,60,61,1
29,4,49,23,1
88,8,30,55,0
56,94,18,56,1
5,84,64,98,0
98,26,92,40,1
1,19,43,32,0
44,59,25,82,1
48,19,37,64,1
23,80,24,42,0
56,3,56,8,0
77,67,36,71,1
70,40,7,14,0
52,66,68,2,0
21,92,41,47,1
13,87,29,0,0
72,7,49,98,1
28,97,80,4,0
9,2,83,60,0
82,49,36,87,1
57,95,30,87,1
32,44,81,58,1
19,58,68,46,1
36,81,93,22,0
49,32,20,47,0
55,38,18,5,0
90,69,29,51,1
80,45,26,51,1
53,58,93,57,1
49,59,46,43,1
51,17,92,67,1
27,91,24,72,1
93,84,100,79,1
59,70,97,52,1
39,27,50,18,0
69,83,57,38,0
99,79,52,6,1
43,70,20,84,1
66,55,23,56,1
26,49,72,85,1
95,87,72,98,1
51,73,100,25,1
40,59,31,94,1
62,40,78,97,1
94,80,4,86,1
8,10,2,1,0
6,42,11,40,0
45,25,95,19,0
39,8,46,79,0
74,57,60,43,0
37,38,12,71,1
19,20,53,15,0
79,52,20,71,1
60,89,35,88,1
31,14,84,18,0
12,96,5,17,0
60,48,61,21,0
75,88,46,56,1
23,57,2,62,0
72,44,43,10,0
8,22,17,79,0
50,19,14,85,1
81,41,37,91,0
100,10,45,77,0
63,2,79,75,1
21,46,32,24,0
66,3,62,40,0
6,83,30,89,1
57,55,43,5,0
97,84,58,84,1
70,4,16,79,1
73,2,38,48,1
60,48,49,4,0
34,89,48,42,1
65,100,54,52,1
16,44,92,33,0
62,36,34,10,0
85,10,85,40,0
14,2,16,97,1
9,22,47,8,0
30,99,11,9,1
1,94,43,79,1
74,80,58,80,1
100,85,13,78,1
90,17,25,95,0
23,11,91,11,1
87,29,26,6,0
49,41,80,67,1
25,90,63,77,1
60,36,93,86,1
7,56,23,64,1
22,25,33,18,0
73,24,89,15,0
9,24,23,41,0
29,20,50,81,0
37,76,52,64,1
27,54,32,44,0
67,0,83,87,1
96,20,8,7,1
44,93,7,79,0
55,10,86,97,0
57,1,95,86,1
75,98,46,89,1
86,8,72,33,0
40,57,45,95,0
47,63,38,97,1
69,95,24,29,1
5,88,45,52,0
59,41,51,59,0
59,57,19,18,0
49,53,3,17,0
48,80,19,51,1
55,84,22,19,0
23,27,12,2,0
19,34,43,25,1
50,20,38,70,1
24,62,77,92,1
55,20,62,85,1
13,8,41,90,0
37,18,30,66,0
27,53,62,1,0
80,20,43,80,1
79,54,78,15,1
67,36,43,92,1
88,16,47,72,0
8,2,57,47,0
26,41,88,29,0
40,81,60,100,1
43,73,42,89,1
16,41,100,80,1
29,90,75,78,1
31,62,72,60,0
40,65,12,49,0
79,41,10,67,0
77,93,34,8,1
99,24,98,35,1
46,99,7,60,1
81,0,41,45,0
61,71,18,100,1
40,62,40,77,0
25,82,24,76,0
37,93,7,94,0
67,64,36,31,0
54,89,1,38,1
18,37,3,3,0
97,53,10,47,1
18,57,80,48,0
76,56,97,40,1
35,58,35,25,0
58,36,20,75,1
2,15,6,41,0
47,18,40,92,1
3,80,55,82,1
22,41,78,97,1
36,41,72,96,1
65,7,92,91,1
63,8,8,17,0
66,20,91,30,1
46,45,43,10,0
96,8,63,51,1
67,53,82,50,1
70,11,26,57,1
97,33,29,30,1
87,71,3,6,0
89,28,61,5,1
97,29,19,17,0
41,49,96,81,1
2,65,97,37,1
85,91,89,53,1
5,25,75,4,0
74,62,0,44,0
74,47,65,21,1
19,68,0,80,0
36,34,71,47,0
20,25,96,77,1
25,41,33,50,1
36,57,3,57,0
83,85,65,98,1
23,14,5,49,0
95,26,25,97,1
95,38,88,86,1
75,38,46,59,1
80,29,72,32,1
3,39,1,27,0
42,26,63,92,1
41,58,50,77,0
62,61,71,76,1
85,31,9,78,1
0,3,79,6,0
35,0,38,56,0
72,20,12,6,0
82,24,54,94,0
9,35,53,83,1
98,4,15,38,1
58,26,15,81,0
87,3,60,22,1
11,92,30,58,0
74,88,71,34,1
89,72,61,8,0
19,27,8,50,0
3,4,63,55,0
52,22,1,73,0
84,8,98,35,0
92,61,25,34,1
34,24,30,88,0
0,83,5,72,0
55,71,89,62,1
91,95,6,36,1
76,47,58,60,1
47,84,47,92,1
18,41,94,81,1
22,74,51,47,0
44,98,37,18,0
96,63,86,69,1
55,11,77,32,0
42,45,82,59,1
69,87,21,5,1
80,18,76,43,1
95,20,73,17,0
26,88,50,10,0
14,64,69,5,0
73,0,32,70,0
21,94,29,87,0
42,62,14,41,0
47,70,50,66,1
50,28,73,44,0
88,96,13,28,1
58,19,88,96,1
0,64,13,63,1
9,88,39,30,0
38,26,69,81,1
24,3,2,3,0
26,23,99,87,1
32,57,15,54,0
84,51,1,89,1
43,49,47,26,0
79,75,61,81,1
5,86,62,4,0
44,3,32,89,0
49,96,68,98,1
88,75,79,44,0
87,62,3,48,1
62,97,11,60,1
11,10,31,92,0
80,12,58,48,0
30,77,60,4,1
70,99,90,57,1
52,12,1,87,1
86,99,3,64,1
64,23,59,35,0
49,68,83,92,1
74,15,89,66,1
57,37,20,5,0
42,54,14,87,1
9,25,61,62,1
49,99,95,83,1
98,48,5,38,1
43,87,74,63,1
56,89,14,12,1
16,94,77,72,1
63,46,89,55,1
67,88,47,81,1
53,60,4,35,0
89,54,8,8,1
85,45,60,51,1
31,17,15,3,0
73,23,85,25,1
69,47,71,33,1
84,23,74,52,1
5,29,25,18,0
95,89,50,1,1
65,100,1,14,0
34,74,67,1,1
17,40,31,61,0
24,84,60,61,1
12,22,49,70,0
69,9,18,85,1
65,18,97,8,0
9,72,21,31,0
52,80,46,28,0
52,7,96,55,1
41,99,50,3,1
92,47,50,57,1
28,95,16,61,0
65,52,82,96,1
30,76,66,36,1
9,55,76,3,0
71,10,90,99,1
82,5,47,35,0
59,83,43,38,0
77,41,39,60,1
49,96,88,75,1
87,77,76,84,1
17,60,43,11,0
43,68,66,78,1
32,80,34,34,0
76,65,29,40,0
41,30,72,24,0
39,24,42,66,0
35,33,76,54,0
24,98,78,100,1
98,88,37,24,1
46,91,69,70,1
59,74,66,22,1
92,37,81,31,1
81,43,23,82,0
47,31,50,61,0
72,58,68,43,1
77,9,32,15,0
70,50,0,8,0
32,63,58,70,1
35,65,72,53,1
6,54,80,62,0
60,55,49,40,1
23,15,46,97,0
6,5,8,35,0
68,34,16,100,1
95,87,54,26,1
84,72,7,1,1
79,92,35,36,1
29,28,79,77,1
34,70,45,30,1
70,74,40,97,1
49,26,69,78,1
20,11,73,94,0
34,62,15,12,0
52,28,30,58,0
22,28,35,13,1
85,39,55,74,0
49,57,27,29,1
10,52,91,56,1
94,49,78,96,1
69,97,34,26,0
62,55,67,43,1
63,64,78,49,0
77,26,47,18,0
76,89,87,48,1
51,26,27,40,0
35,31,91,37,0
48,76,60,3,0
72,31,82,89,1
91,2,49,73,1
48,2,62,55,0
54,11,55,32,0
34,46,33,61,1
28,74,82,66,1
25,4,48,46,1
29,11,90,20,1
89,70,6,32,1
32,57,19,37,1
55,35,23,29,0
21,66,8,29,0
79,6,73,83,0
94,22,36,70,1
54,21,30,2,0
25,77,91,9,1
12,34,100,22,0
99,59,70,97,1
22,19,68,23,0
1,41,21,98,1
2,64,64,7,0
21,6,60,19,0
30,77,47,73,0
59,31,58,22,0
91,31,20,81,1
5,8,48,17,1
58,67,62,86,1
70,69,92,51,0
59,82,66,45,0
73,91,95,51,1
67,52,21,64,0
16,4,26,9,0
47,38,14,77,0
48,48,38,47,1
62,25,96,2,1
99,81,96,18,1
75,97,95,17,1
38,50,31,18,1
29,56,32,62,0
91,59,47,26,1
53,6,31,18,0
12,37,47,6,0
49,83,55,9,0
45,65,70,61,1
61,8,45,42,1
64,21,1,12,0
91,71,34,7,1
27,80,66,47,1
51,42,78,58,1
41,36,47,6,0
74,15,56,97,1
97,65,4,85,1
93,95,72,64,1
19,48,42,84,0
93,92,81,34,1
97,25,11,78,1
50,28,5,5,0
17,24,53,72,1
19,54,70,72,1
26,0,8,20,0
33,93,61,100,1
59,21,86,63,1
85,58,43,78,1
47,60,33,73,1
94,42,80,85,1
19,85,87,91,1
87,35,76,99,1
28,2,55,61,0
65,38,63,92,0
6,75,38,32,1
18,71,28,100,1
31,59,19,12,0
64,46,52,95,1
72,42,38,10,1
79,61,84,8,0
7,55,51,55,1
60,3,42,47,1
30,62,62,50,0
51,55,30,36,1
21,43,20,76,0
48,10,12,10,0
94,1,19,69,0
11,89,82,19,0
0,60,22,4,0
46,86,87,89,1
73,11,5,21,0
42,12,4,74,1
5,78,0,24,0
50,62,13,34,0
78,67,9,78,1
8,59,77,33,1
99,89,65,12,1
28,88,36,4,0
43,85,20,88,1
57,45,65,39,1
90,51,53,30,0
39,85,41,26,1
19,90,19,4,1
75,15,18,13,0
16,19,92,9,0
42,88,40,74,1
61,55,52,15,0
85,85,70,93,1
90,26,60,83,1
20,50,24,44,1
4,32,49,23,0
59,84,50,100,1
41,57,17,41,0
90,54,84,40,0
96,72,89,23,1
100,21,32,53,1
42,18,5,17,0
77,63,35,25,0
53,4,98,1,0
91,43,78,47,1
13,61,98,64,1
18,42,87,84,0
95,64,35,67,1
67,75,78,78,1
98,93,5,58,0
75,70,37,68,0
58,5,36,42,1
75,80,8,60,0
53,59,77,73,1
40,75,28,57,1
83,4,29,85,0
32,50,33,0,0
5,28,57,30,0
55,6,9,35,0
69,53,2,64,0
93,98,81,100,1
76,84,6,63,0
27,68,84,70,1
14,30,49,71,0
22,69,83,25,1
54,10,42,82,1
61,2,12,16,0
93,33,21,84,1
32,53,20,54,1
20,46,12,97,0
39,69,88,70,1
9,19,15,0,0
8,99,98,97,0
22,14,97,57,1
64,98,99,68,1
15,61,85,78,1
10,45,100,11,0
49,24,69,32,0
79,98,11,8,1
43,20,66,88,1
61,96,80,44,1
49,96,55,13,0
99,51,27,21,1
81,61,99,75,1
8,95,29,84,0
99,63,71,98,1
41,82,47,25,0
4,57,24,0,0
2,85,47,83,1
95,0,40,59,1
12,76,66,71,0
75,17,60,63,1
70,92,97,43,1
4,100,81,40,1
68,54,37,4,0
7,38,85,17,0
48,19,35,43,0
9,67,46,9,0
94,38,52,2,1
36,41,23,91,1
17,67,77,76,0
46,14,12,33,0
40,15,23,73,1
10,29,6,35,0
97,70,96,69,1
10,91,70,73,0
69,38,70,84,1
51,96,5,39,0
53,11,84,42,1
6,17,8,12,0
75,0,13,61,1
46,51,69,13,1
75,71,31,10,1
23,83,72,89,0
80,2,60,27,0
16,21,94,87,1
52,0,87,66,0
73,93,99,24,1
30,7,55,27,0
49,24,67,37,1
51,75,52,74,1
31,78,15,90,1
82,77,63,0,0
51,75,24,95,1
16,73,23,82,0
85,31,16,91,1
31,95,5,93,1
50,17,27,35,0
73,0,83,26,0
89,1,52,13,0
57,18,18,92,0
15,47,41,52,0
66,87,35,56,1
81,18,26,49,0
85,84,31,62,1
35,55,6,32,1
59,20,7,100,0
7,95,58,67,1
52,14,36,18,0
22,54,98,1,0
97,67,8,75,1
38,82,28,57,1
35,61,49,34,1
28,56,17,2,0
82,62,49,28,0
70,65,82,18,1
92,47,66,32,1
34,84,66,39,0
2,8,72,13,0
36,32,31,96,0
71,78,73,67,0
80,63,67,0,1
2,41,98,88,0
53,72,43,0,0
23,13,93,39,0
54,32,89,34,0
80,51,85,77,1
45,12,48,60,0
31,41,5,43,0
97,30,68,42,1
55,71,2,88,1
72,17,29,52,0
26,59,52,68,0
9,13,87,70,0
17,28,94,27,1
12,4,32,1,0
52,15,35,82,0
57,26,11,43,0
78,15,11,32,0
68,95,80,97,1
60,88,35,69,1
96,89,93,0,0
62,27,52,42,1
64,74,29,73,1
54,89,44,45,0
71,89,21,3,0
80,73,2,85,1
22,20,29,94,1
22,25,26,25,0
58,7,84,57,1
17,4,15,92,0
26,46,80,96,0
38,87,55,19,0
20,60,48,0,0
4,68,22,87,0
53,13,10,97,1
9,19,53,13,0
89,21,34,91,1
71,86,67,75,1
74,42,57,20,0
76,68,84,72,1
57,54,22,78,0
56,35,40,33,0
93,98,2,25,1
48,98,68,59,0
74,14,88,16,0
29,94,89,68,0
14,71,61,50,0
74,91,94,17,1
23,68,29,16,0
6,65,77,69,0
30,68,70,10,1
68,11,33,33,0
17,22,5,54,0
26,17,28,89,0
66,18,79,56,1
92,81,69,10,1
41,58,21,87,1
43,3,4,97,1
3,99,85,88,1
92,3,10,41,1
95,81,74,10,1
24,61,12,56,0
68,82,47,7,0
95,77,3,92,1
45,40,48,86,1
64,82,37,96,1
20,10,69,18,0
73,69,61,36,1
98,9,19,22,0
36,64,79,100,1
48,60,5,64,0
3,5,76,6,1
33,31,48,44,0
11,46,92,66,1
19,51,48,72,1
52,19,34,65,1
41,47,84,6,0
21,100,73,48,1
70,91,5,80,1
52,26,30,52,0
78,71,58,79,1
2,98,79,99,1
67,23,16,8,1
6,15,50,32,0
15,71,67,94,1
80,93,33,82,1
60,63,31,66,1
91,97,24,67,1
51,34,31,19,0
18,89,51,79,1
92,21,66,73,1
85,93,39,52,1
2,31,53,96,0
47,92,92,67,1
13,39,99,32,1
5,49,37,80,0
45,96,47,96,1
5,23,51,100,1
86,47,43,69,1
37,24,93,2,0
